Name,Period,Budget,Sales,ID,Email
Cash,2021-01,100.00,0.00,7774,
Electric Bill,2021-01,100.00,44.00,7775,
Charites,2021-01,100.00,80.00,7776,
Condo Fee,2021-01,300.00,315.00,7777,
Gas,2021-01,100.00,54.00,7778,
Miscellaneous,2021-01,275.00,-3473.00,7779,
Cleaning,2021-01,120.00,120.00,7780,
Health Insurance,2021-01,45.00,203.00,7781,
Medicine,2021-01,100.00,539.00,7782,
Credit Monitoring,2021-01,24.00,24.00,7783,
Friday Takeout,2021-01,200.00,253.00,7784,
Cell Phone,2021-01,50.00,241.00,7785,
Groceries,2021-01,440.00,633.00,7786,
vacation,2021-01,100.00,0.00,7787,
Auto Insurance,2021-01,105.00,111.00,7788,
Cable TV,2021-01,100.00,188.00,7789,
Electronics,2021-01,300.00,763.00,7790,
Antivirus,2021-01,17.00,17.00,7791,
Property Taxes,2021-01,150.00,150.00,7792,
Web Hosting,2021-01,20.00,20.00,7793,
Laundry,2021-01,20.00,20.00,7794,
Amazon-Books,2021-01,400.00,4086.00,7795,
Savings,2021-01,400.00,0.00,7796,
Online Sales,2021-01,0.00,-222.50,7797,
Strips,2021-01,0.00,-190.00,7798,
Music Lessons,2021-01,0.00,0.00,7799,
Test,2021-01,1.00,0.00,7800,
Auto Expenses,2021-02,50.00,1697.00,7801,
Education,2021-02,90.00,70.00,7802,
Therapy,2021-02,70.00,0.00,7803,
Cash,2021-02,100.00,0.00,7804,
Electric Bill,2021-02,100.00,44.00,7805,
Charites,2021-02,100.00,66.00,7806,
Condo Fee,2021-02,300.00,315.00,7807,
Gas,2021-02,100.00,62.00,7808,
Miscellaneous,2021-02,275.00,998.00,7809,
Cleaning,2021-02,120.00,120.00,7810,
Health Insurance,2021-02,45.00,100.00,7811,
Medicine,2021-02,100.00,497.00,7812,
Credit Monitoring,2021-02,24.00,24.00,7813,
Friday Takeout,2021-02,200.00,146.00,7814,
Cell Phone,2021-02,50.00,49.00,7815,
Groceries,2021-02,440.00,534.00,7816,
vacation,2021-02,100.00,0.00,7817,
Auto Insurance,2021-02,105.00,115.00,7818,
Cable TV,2021-02,100.00,180.00,7819,
Electronics,2021-02,300.00,1071.00,7820,
Antivirus,2021-02,17.00,17.00,7821,
Property Taxes,2021-02,150.00,150.00,7822,
Web Hosting,2021-02,20.00,20.00,7823,
Laundry,2021-02,20.00,20.00,7824,
Amazon-Books,2021-02,400.00,551.00,7825,
Savings,2021-02,400.00,-2000.00,7826,
Online Sales,2021-02,0.00,-341.95,7827,
Strips,2021-02,0.00,-110.00,7828,
Music Lessons,2021-02,0.00,0.00,7829,
Test,2021-02,1.00,0.00,7830,
Auto Expenses,2021-03,50.00,20.00,7831,
Education,2021-03,90.00,112.00,7832,
Therapy,2021-03,70.00,0.00,7833,
Cash,2021-03,100.00,0.00,7834,
Electric Bill,2021-03,100.00,44.00,7835,
Charites,2021-03,100.00,65.00,7836,
Condo Fee,2021-03,300.00,315.00,7837,
Gas,2021-03,100.00,59.00,7838,
Miscellaneous,2021-03,275.00,454.00,7839,
Cleaning,2021-03,120.00,120.00,7840,
Health Insurance,2021-03,45.00,593.40,7841,
Medicine,2021-03,100.00,321.00,7842,
Credit Monitoring,2021-03,24.00,24.00,7843,
Friday Takeout,2021-03,200.00,255.00,7844,
Cell Phone,2021-03,50.00,44.00,7845,
Groceries,2021-03,440.00,821.00,7846,
vacation,2021-03,100.00,0.00,7847,
Auto Insurance,2021-03,105.00,204.00,7848,
Cable TV,2021-03,100.00,149.00,7849,
Electronics,2021-03,300.00,1119.00,7850,
Antivirus,2021-03,17.00,17.00,7851,
Property Taxes,2021-03,150.00,150.00,7852,
Web Hosting,2021-03,20.00,20.00,7853,
Laundry,2021-03,20.00,20.00,7854,
Amazon-Books,2021-03,400.00,177.00,7855,
Savings,2021-03,400.00,-1000.00,7856,
Online Sales,2021-03,0.00,-50.00,7857,
Strips,2021-03,0.00,-150.00,7858,
Music Lessons,2021-03,0.00,0.00,7859,
Test,2021-03,1.00,0.00,7860,
Auto Expenses,2021-04,50.00,100.00,7861,
Education,2021-04,90.00,40.00,7862,
Therapy,2021-04,70.00,0.00,7863,
Cash,2021-04,100.00,0.00,7864,
Electric Bill,2021-04,100.00,0.00,7865,
Charites,2021-04,100.00,65.00,7866,
Condo Fee,2021-04,300.00,315.00,7867,
Gas,2021-04,100.00,53.00,7868,
Miscellaneous,2021-04,275.00,0.00,7869,
Cleaning,2021-04,120.00,120.00,7870,
Health Insurance,2021-04,45.00,1195.00,7871,
Medicine,2021-04,100.00,324.00,7872,
Credit Monitoring,2021-04,24.00,24.00,7873,
Friday Takeout,2021-04,200.00,119.00,7874,
Cell Phone,2021-04,50.00,44.00,7875,
Groceries,2021-04,440.00,630.00,7876,
vacation,2021-04,100.00,0.00,7877,
Auto Insurance,2021-04,105.00,0.00,7878,
Cable TV,2021-04,100.00,157.00,7879,
Electronics,2021-04,300.00,727.00,7880,
Antivirus,2021-04,17.00,17.00,7881,
Property Taxes,2021-04,150.00,150.00,7882,
Web Hosting,2021-04,20.00,20.00,7883,
Laundry,2021-04,20.00,20.00,7884,
Amazon-Books,2021-04,400.00,170.00,7885,
Savings,2021-04,400.00,0.00,7886,
Online Sales,2021-04,0.00,0.00,7887,
Strips,2021-04,0.00,-90.00,7888,
Music Lessons,2021-04,0.00,0.00,7889,
Test,2021-04,1.00,0.00,7890,
Auto Expenses,2021-05,50.00,0.00,7891,
Education,2021-05,90.00,0.00,7892,
Therapy,2021-05,70.00,0.00,7893,
Cash,2021-05,100.00,0.00,7894,
Electric Bill,2021-05,100.00,50.00,7895,
Charites,2021-05,100.00,70.00,7896,
Condo Fee,2021-05,300.00,315.00,7897,
Gas,2021-05,100.00,51.00,7898,
Miscellaneous,2021-05,275.00,-22.00,7899,
Cleaning,2021-05,120.00,120.00,7900,
Health Insurance,2021-05,45.00,1180.00,7901,
Medicine,2021-05,100.00,321.00,7902,
Credit Monitoring,2021-05,24.00,24.00,7903,
Friday Takeout,2021-05,200.00,148.00,7904,
Cell Phone,2021-05,50.00,44.00,7905,
Groceries,2021-05,440.00,337.00,7906,
vacation,2021-05,100.00,0.00,7907,
Auto Insurance,2021-05,105.00,206.00,7908,
Cable TV,2021-05,100.00,65.00,7909,
Electronics,2021-05,300.00,328.00,7910,
Antivirus,2021-05,17.00,17.00,7911,
Property Taxes,2021-05,150.00,150.00,7912,
Web Hosting,2021-05,20.00,20.00,7913,
Laundry,2021-05,20.00,20.00,7914,
Amazon-Books,2021-05,400.00,71.00,7915,
Savings,2021-05,400.00,-3000.00,7916,
Online Sales,2021-05,0.00,0.00,7917,
Strips,2021-05,0.00,-200.00,7918,
Music Lessons,2021-05,0.00,0.00,7919,
Test,2021-05,1.00,0.00,7920,
